,default_chances,D,Greenspace,S urban cluster,S_green,entropy,chi2_statistic,p_value,world
126,[0.  0.5 0.5 0.1 0.  0.1 0.  0.  0. ],-1.9598102934313189,0.275,7249,8,0.5881687773541907,2025.0,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 0. 1.]
 ...
 [1. 0. 1. ... 1. 1. 1.]
 [0. 1. 1. ... 0. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
127,[0.  0.5 0.5 0.1 0.  0.5 0.  0.  0. ],-1.9670249359585188,0.2317,7675,8,0.5413223253543973,2879.3956,0.0,"[[1. 1. 0. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 0. ... 1. 0. 1.]
 [1. 1. 1. ... 1. 0. 1.]
 [1. 1. 0. ... 1. 1. 1.]]"
128,[0.  0.5 0.5 0.1 0.1 0.  0.  0.  0. ],-1.9501183370691517,0.3291,6651,9,0.6335394365629878,1168.2724,4.7936764129324085e-256,"[[1. 1. 1. ... 1. 1. 1.]
 [0. 1. 0. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 0. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [0. 0. 1. ... 1. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
129,[0.  0.5 0.5 0.1 0.1 0.1 0.  0.  0. ],-1.9617261710774145,0.2638,7362,5,0.5769941892157744,2231.6176,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 1. 1.]
 [1. 0. 0. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 0. 1.]
 [1. 0. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
130,[0.  0.5 0.5 0.1 0.1 0.5 0.  0.  0. ],-1.9692367715437422,0.2182,7817,4,0.5246203028305292,3176.4496,0.0,"[[1. 1. 1. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
131,[0.  0.5 0.5 0.1 0.5 0.  0.  0.  0. ],-1.9609420554318113,0.2682,7281,7,0.5814602887590357,2149.2496,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 1. 0. 1.]
 ...
 [1. 0. 1. ... 1. 0. 1.]
 [1. 0. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
132,[0.  0.5 0.5 0.1 0.5 0.1 0.  0.  0. ],-1.9673685633804638,0.2298,7701,4,0.5390345663023506,2920.3216,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 0. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
133,[0.  0.5 0.5 0.1 0.5 0.5 0.  0.  0. ],-1.9742194855723372,0.1864,8135,4,0.4809606171265919,3933.7984,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 0. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
134,[0.  0.5 0.5 0.5 0.  0.  0.  0.  0. ],-1.9536833657844919,0.3093,6819,11,0.6185394350449371,1454.6596,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [0. 1. 0. ... 1. 0. 1.]
 [1. 1. 1. ... 0. 0. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 1. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
135,[0.  0.5 0.5 0.5 0.  0.1 0.  0.  0. ],-1.9637635213051816,0.2517,7480,5,0.5641950904424915,2466.1156,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 1. 1.]
 [1. 0. 1. ... 1. 1. 1.]
 ...
 [1. 0. 1. ... 1. 1. 0.]
 [1. 0. 1. ... 0. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
136,[0.  0.5 0.5 0.5 0.  0.5 0.  0.  0. ],-1.9699063640351633,0.214,7859,5,0.5192083729181044,3271.84,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 0. 1. 0.]
 ...
 [1. 1. 1. ... 1. 0. 1.]
 [1. 0. 1. ... 1. 1. 0.]
 [1. 1. 1. ... 1. 1. 1.]]"
137,[0.  0.5 0.5 0.5 0.1 0.  0.  0.  0. ],-1.9591881852823183,0.2786,7196,7,0.5916262051173704,1960.7184,0.0,"[[1. 1. 1. ... 0. 1. 1.]
 [0. 1. 0. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [0. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 0. 1.]
 [1. 0. 1. ... 1. 1. 1.]]"
138,[0.  0.5 0.5 0.5 0.1 0.1 0.  0.  0. ],-1.9658174867206546,0.2393,7605,4,0.550271708333262,2718.5796,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 0. 1. ... 1. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
139,[0.  0.5 0.5 0.5 0.1 0.5 0.  0.  0. ],-1.9720033777783623,0.2007,7993,4,0.5013712996782806,3583.2196,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 1. 1. 1.]
 [0. 1. 1. ... 0. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 0. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
140,[0.  0.5 0.5 0.5 0.5 0.  0.  0.  0. ],-1.9683061583474886,0.224,7755,5,0.5319242077044304,3047.04,0.0,"[[1. 1. 0. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [0. 1. 1. ... 1. 0. 1.]
 ...
 [1. 0. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
141,[0.  0.5 0.5 0.5 0.5 0.1 0.  0.  0. ],-1.971329237356711,0.205,7949,5,0.5072562521085695,3481.0,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 0. 1. 1.]
 [1. 1. 0. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 0.]
 [1. 0. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
142,[0.  0.5 0.5 0.5 0.5 0.5 0.  0.  0. ],-1.97807632471277,0.1609,8389,4,0.441159275837933,4599.5524,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
143,[0.1 0.  0.  0.  0.  0.  0.  0.  0. ],-1.7850495488471028,0.7855,5,7855,0.5198581205822324,3260.41,0.0,"[[1. 0. 1. ... 1. 0. 1.]
 [0. 0. 1. ... 0. 0. 0.]
 [1. 0. 0. ... 0. 1. 0.]
 ...
 [0. 1. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [1. 0. 1. ... 0. 1. 0.]]"
144,[0.1 0.  0.  0.  0.  0.1 0.  0.  0. ],-1.7839194494088588,0.7858,8,7856,0.5194684501972919,3267.2656,0.0,"[[0. 0. 0. ... 1. 1. 0.]
 [0. 1. 0. ... 0. 0. 0.]
 [1. 0. 0. ... 1. 0. 1.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 1. 0. ... 1. 0. 0.]
 [0. 0. 0. ... 0. 0. 1.]]"
145,[0.1 0.  0.  0.  0.  0.5 0.  0.  0. ],-1.7870640404940898,0.7828,12,7825,0.5233411816889928,3199.0336,0.0,"[[0. 0. 1. ... 0. 1. 0.]
 [1. 0. 0. ... 0. 0. 0.]
 [0. 0. 1. ... 1. 0. 1.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [1. 0. 1. ... 0. 0. 1.]
 [0. 0. 0. ... 1. 0. 0.]]"
146,[0.1 0.  0.  0.  0.1 0.  0.  0.  0. ],-1.9338086889294828,0.3824,5767,405,0.6652268280963123,553.1904,2.546549412438737e-122,"[[0. 0. 0. ... 0. 0. 1.]
 [0. 1. 0. ... 1. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [1. 0. 0. ... 1. 0. 0.]
 [0. 0. 1. ... 0. 0. 0.]
 [1. 0. 0. ... 0. 1. 0.]]"
147,[0.1 0.  0.  0.  0.1 0.1 0.  0.  0. ],-1.978615575204747,0.1568,8425,19,0.4343252465507792,4711.4496,0.0,"[[0. 0. 1. ... 0. 0. 0.]
 [1. 0. 0. ... 1. 1. 0.]
 [0. 1. 1. ... 1. 0. 0.]
 ...
 [1. 1. 0. ... 1. 1. 1.]
 [0. 1. 1. ... 1. 1. 1.]
 [0. 0. 0. ... 1. 1. 0.]]"
148,[0.1 0.  0.  0.  0.1 0.5 0.  0.  0. ],-1.9877319861513527,0.0935,9065,16,0.31056161581690606,6609.69,0.0,"[[0. 1. 1. ... 1. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [0. 1. 1. ... 1. 1. 0.]]"
149,[0.1 0.  0.  0.  0.5 0.  0.  0.  0. ],-1.9586074405302594,0.2686,7125,225,0.5818613909956383,2141.8384,0.0,"[[0. 1. 1. ... 1. 0. 1.]
 [0. 1. 1. ... 0. 0. 0.]
 [0. 1. 1. ... 0. 0. 0.]
 ...
 [0. 1. 1. ... 1. 1. 0.]
 [1. 0. 1. ... 0. 1. 0.]
 [1. 0. 0. ... 0. 0. 0.]]"
150,[0.1 0.  0.  0.  0.5 0.1 0.  0.  0. ],-1.9777930205553733,0.1628,8371,13,0.4442838878344466,4548.1536,0.0,"[[1. 0. 0. ... 1. 1. 1.]
 [0. 0. 0. ... 1. 1. 1.]
 [0. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [0. 1. 1. ... 1. 1. 0.]]"
151,[0.1 0.  0.  0.  0.5 0.5 0.  0.  0. ],-1.985190504316231,0.1115,8885,10,0.3496400027088714,6037.29,0.0,"[[0. 0. 1. ... 0. 0. 0.]
 [0. 1. 1. ... 1. 1. 0.]
 [0. 0. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [0. 1. 1. ... 0. 1. 1.]
 [0. 0. 1. ... 1. 1. 1.]]"
152,[0.1 0.  0.  0.1 0.  0.  0.  0.  0. ],-1.9324813441923396,0.4123,2344,35,0.6776847390248733,307.6516,7.092739436366069e-69,"[[1. 0. 1. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 0. 0. ... 0. 0. 1.]
 ...
 [1. 1. 0. ... 1. 0. 1.]
 [1. 1. 1. ... 1. 0. 1.]
 [1. 1. 0. ... 1. 1. 1.]]"
153,[0.1 0.  0.  0.1 0.  0.1 0.  0.  0. ],-1.9659281630421988,0.2382,7610,17,0.5489962081324044,2741.5696,0.0,"[[0. 0. 1. ... 1. 0. 0.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [0. 0. 0. ... 1. 1. 1.]
 [1. 0. 0. ... 1. 1. 1.]
 [0. 0. 0. ... 1. 1. 1.]]"
154,[0.1 0.  0.  0.1 0.  0.5 0.  0.  0. ],-1.9786600316076899,0.1565,8431,10,0.43382023609502407,4719.69,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [0. 1. 1. ... 1. 0. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [0. 1. 1. ... 1. 1. 1.]
 [0. 1. 1. ... 1. 1. 1.]]"
155,[0.1 0.  0.  0.1 0.1 0.  0.  0.  0. ],-1.9538979436060782,0.3085,6864,7,0.61789522132109,1466.89,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 0. ... 1. 0. 1.]
 ...
 [1. 0. 0. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 0. 1.]
 [1. 0. 1. ... 1. 1. 1.]]"
156,[0.1 0.  0.  0.1 0.1 0.1 0.  0.  0. ],-1.9688364946121155,0.2207,7791,5,0.527792501239034,3120.3396,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 1. 1. 0.]
 [1. 1. 1. ... 1. 1. 1.]]"
157,[0.1 0.  0.  0.1 0.1 0.5 0.  0.  0. ],-1.9797774873974658,0.1494,8506,4,0.4216669138546538,4916.8144,0.0,"[[1. 1. 1. ... 0. 1. 0.]
 [1. 0. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
158,[0.1 0.  0.  0.1 0.5 0.  0.  0.  0. ],-1.9672174952986068,0.2303,7695,8,0.5396385808425148,2909.5236,0.0,"[[1. 1. 1. ... 1. 0. 0.]
 [1. 1. 1. ... 1. 1. 0.]
 [1. 1. 1. ... 1. 0. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 0. 1.]]"
159,[0.1 0.  0.  0.1 0.5 0.1 0.  0.  0. ],-1.9741119146468773,0.1871,8129,7,0.481990504933712,3916.2564,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 0. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
160,[0.1 0.  0.  0.1 0.5 0.5 0.  0.  0. ],-1.9822361740295518,0.1325,8675,4,0.39111162195842547,5402.25,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
161,[0.1 0.  0.  0.5 0.  0.  0.  0.  0. ],-1.9445025226514507,0.3566,6205,29,0.6514368350606521,822.5424,6.776755135812794e-181,"[[1. 1. 0. ... 0. 0. 0.]
 [1. 1. 1. ... 1. 1. 0.]
 [1. 0. 1. ... 0. 1. 0.]
 ...
 [1. 1. 1. ... 0. 1. 0.]
 [1. 1. 0. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
162,[0.1 0.  0.  0.5 0.  0.1 0.  0.  0. ],-1.9643799394314931,0.248,7517,8,0.560127234322942,2540.16,0.0,"[[0. 1. 1. ... 1. 1. 1.]
 [0. 1. 1. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 0. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 1. 1.]
 [0. 0. 1. ... 1. 1. 1.]]"
163,[0.1 0.  0.  0.5 0.  0.5 0.  0.  0. ],-1.9742962652987535,0.1859,8140,8,0.480223005347391,3946.3524,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 0. ... 1. 1. 1.]
 ...
 [1. 0. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
164,[0.1 0.  0.  0.5 0.1 0.  0.  0.  0. ],-1.9555682373812076,0.299,6987,7,0.6100146217270741,1616.04,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 0. 1. 1.]
 ...
 [1. 1. 1. ... 1. 0. 1.]
 [1. 1. 1. ... 1. 0. 1.]
 [1. 1. 1. ... 1. 1. 0.]]"
165,[0.1 0.  0.  0.5 0.1 0.1 0.  0.  0. ],-1.9663421076427219,0.2361,7639,5,0.5465426279430485,2785.7284,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 0. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 0. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
166,[0.1 0.  0.  0.5 0.1 0.5 0.  0.  0. ],-1.975076735868688,0.1808,8192,5,0.4726043992808455,4075.5456,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 0. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
167,[0.1 0.  0.  0.5 0.5 0.  0.  0.  0. ],-1.9667481016457178,0.2334,7664,6,0.5433520745198217,2843.0224,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 1. 1. 1.]
 [0. 1. 1. ... 0. 1. 1.]]"
168,[0.1 0.  0.  0.5 0.5 0.1 0.  0.  0. ],-1.9718312690908395,0.2018,7982,5,0.5028876510589797,3556.9296,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 0. ... 0. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
169,[0.1 0.  0.  0.5 0.5 0.5 0.  0.  0. ],-1.9794538337911902,0.1516,8484,6,0.4254744395131197,4855.3024,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
170,[0.1 0.  0.1 0.  0.  0.  0.  0.  0. ],-1.9017115406509948,0.5403,34,268,0.689895474498111,64.9636,7.62944488730568e-16,"[[0. 1. 1. ... 1. 0. 1.]
 [0. 0. 1. ... 0. 1. 1.]
 [0. 0. 1. ... 1. 0. 1.]
 ...
 [1. 0. 0. ... 1. 0. 1.]
 [1. 0. 1. ... 1. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
171,[0.1 0.  0.1 0.  0.  0.1 0.  0.  0. ],-1.9648019118305664,0.2444,7529,20,0.5560988673506135,2613.2544,0.0,"[[1. 0. 1. ... 1. 1. 1.]
 [0. 0. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 1. 0.]
 ...
 [1. 0. 1. ... 1. 0. 0.]
 [0. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
172,[0.1 0.  0.1 0.  0.  0.5 0.  0.  0. ],-1.9724365967221495,0.1959,8015,23,0.4946658131588806,3699.0724,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [0. 1. 1. ... 1. 0. 1.]
 [1. 0. 1. ... 0. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 1. 1.]
 [1. 1. 1. ... 0. 1. 0.]]"
173,[0.1 0.  0.1 0.  0.1 0.  0.  0.  0. ],-1.9470890884068555,0.3448,6502,19,0.6441680690880435,963.4816,1.5566737769870287e-211,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 0. ... 0. 0. 1.]
 [1. 1. 1. ... 0. 1. 1.]
 ...
 [1. 1. 0. ... 1. 0. 1.]
 [1. 0. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 1. 1.]]"
174,[0.1 0.  0.1 0.  0.1 0.1 0.  0.  0. ],-1.965158598378817,0.2433,7566,5,0.5548540113792072,2635.7956,0.0,"[[0. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 0. ... 0. 1. 1.]
 ...
 [1. 0. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 0. 1.]
 [1. 1. 1. ... 1. 0. 0.]]"
175,[0.1 0.  0.1 0.  0.1 0.5 0.  0.  0. ],-1.9762912678448636,0.1728,8272,5,0.4602983078959637,4282.3936,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 1. 1.]
 ...
 [1. 0. 0. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
176,[0.1 0.  0.1 0.  0.5 0.  0.  0.  0. ],-1.9605799150792433,0.2695,7281,14,0.5827608943982217,2125.21,0.0,"[[0. 0. 1. ... 1. 1. 1.]
 [0. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 0. 1.]
 ...
 [1. 0. 0. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
177,[0.1 0.  0.1 0.  0.5 0.1 0.  0.  0. ],-1.9692367715437422,0.2182,7815,6,0.5246203028305292,3176.4496,0.0,"[[0. 1. 1. ... 1. 0. 0.]
 [1. 1. 1. ... 1. 1. 0.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 0. 1.]
 [0. 1. 1. ... 0. 1. 1.]
 [0. 0. 1. ... 1. 1. 1.]]"
178,[0.1 0.  0.1 0.  0.5 0.5 0.  0.  0. ],-1.9785520216611059,0.1577,8422,4,0.4358361978490807,4686.7716,0.0,"[[0. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 0. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [0. 1. 1. ... 1. 1. 0.]]"
179,[0.1 0.  0.1 0.1 0.  0.  0.  0.  0. ],-1.9280140564132664,0.4366,337,29,0.6850863783249836,160.7824,7.633186750095966e-37,"[[1. 1. 1. ... 1. 0. 1.]
 [1. 1. 0. ... 0. 1. 1.]
 [0. 1. 1. ... 0. 1. 0.]
 ...
 [1. 0. 0. ... 1. 0. 1.]
 [1. 0. 1. ... 1. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
180,[0.1 0.  0.1 0.1 0.  0.1 0.  0.  0. ],-1.962453998331331,0.2595,7402,7,0.5725332828952292,2313.61,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 1. 1. 1.]
 [1. 1. 0. ... 1. 0. 1.]
 ...
 [1. 1. 1. ... 1. 0. 0.]
 [1. 0. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
181,[0.1 0.  0.1 0.1 0.  0.5 0.  0.  0. ],-1.9729146404205569,0.1944,8051,7,0.49254047853687044,3735.6544,0.0,"[[0. 1. 1. ... 0. 0. 1.]
 [1. 0. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
182,[0.1 0.  0.1 0.1 0.1 0.  0.  0.  0. ],-1.9482793418803126,0.3389,6541,11,0.6403031567503246,1038.1284,9.261458198050467e-228,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 1. 1.]
 [1. 0. 0. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 0. 1.]
 [1. 0. 1. ... 1. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
183,[0.1 0.  0.1 0.1 0.1 0.1 0.  0.  0. ],-1.9632111660535307,0.255,7448,6,0.5677618322739666,2401.0,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 0. 0. ... 0. 1. 1.]
 [1. 0. 1. ... 1. 0. 1.]
 ...
 [1. 1. 0. ... 1. 1. 1.]
 [1. 1. 0. ... 1. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
184,[0.1 0.  0.1 0.1 0.1 0.5 0.  0.  0. ],-1.97533581334271,0.1791,8209,4,0.4700260265884176,4119.0724,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 0. ... 0. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
185,[0.1 0.  0.1 0.1 0.5 0.  0.  0.  0. ],-1.9611459520348486,0.2668,7315,11,0.580050006089932,2175.2896,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [0. 1. 1. ... 1. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [0. 1. 1. ... 1. 1. 0.]
 [1. 1. 0. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
186,[0.1 0.  0.1 0.1 0.5 0.1 0.  0.  0. ],-1.9691888059485434,0.2185,7815,6,0.525002895189312,3169.69,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 0. ... 1. 1. 1.]
 [1. 0. 1. ... 1. 1. 1.]
 ...
 [1. 1. 0. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
187,[0.1 0.  0.1 0.1 0.5 0.5 0.  0.  0. ],-1.9775838584031926,0.1642,8356,4,0.44656927089018106,4510.4656,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 0. 1.]
 ...
 [1. 0. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
188,[0.1 0.  0.1 0.5 0.  0.  0.  0.  0. ],-1.9441872908315156,0.3593,6183,14,0.6530143762221743,791.8596,3.1764489449574665e-174,"[[1. 1. 0. ... 1. 1. 1.]
 [0. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 0. 1.]
 ...
 [1. 1. 0. ... 0. 1. 0.]
 [0. 1. 0. ... 1. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
